INCOME_BASE_TYPE,CREDIT_PURPOSE,INSURANCE_FLAG,DTI,SEX,FULL_AGE_CHILD_NUMBER,DEPENDANT_NUMBER,EDUCATION,EMPL_TYPE,EMPL_SIZE,BANKACCOUNT_FLAG,Period_at_work,age,EMPL_PROPERTY,EMPL_FORM,FAMILY_STATUS,max90days,max60days,max30days,max21days,max14days,avg_num_delay,if_zalog,num_AccountActive180,num_AccountActive90,num_AccountActive60,Active_to_All_prc,numAccountActiveAll,numAccountClosed,sum_of_paym_months,all_credits,Active_not_cc,own_closed,min_MnthAfterLoan,max_MnthAfterLoan,dlq_exist,thirty_in_a_year,sixty_in_a_year,ninety_in_a_year,thirty_vintage,sixty_vintage,ninety_vintage
2НДФЛ,Покупка автомобиля,1,0.35,мужской,0,0,среднее-специальное,вспомогательный персонал,>250,1.0,59.0,26.0,Другое,ООО,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,3.0,39.0,4.0,1.0,0.0,12.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Ремонт,1,0.4,женский,1,0,Высшее/Второе высшее/Ученая степень,специалист,<50,0.0,88.0,40.0,Торговля,ООО,женат / замужем,1.0,0.0,0.0,0.0,0.0,0.0128205128,0.0,0.0,0.0,0.0,0.1428571429,1.0,6.0,154.0,7.0,1.0,0.0,25.0,81.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Ремонт,1,0.2,женский,1,0,незаконченное высшее,вспомогательный персонал,>250,0.0,13.0,29.0,Торговля,ООО,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.0465116279,1.0,0.0,0.0,0.0,1.0,3.0,0.0,41.0,3.0,2.0,0.0,21.0,59.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Покупка недвижимости/ строительство,1,0.38,женский,1,0,среднее-специальное,специалист,>250,0.0,94.0,32.0,Торговля,ОАО,гражданский брак,2.0,2.0,0.0,0.0,0.0,0.0833333333,1.0,1.0,1.0,1.0,0.2857142857,2.0,5.0,99.0,7.0,2.0,1.0,1.0,95.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Покупка автомобиля,0,0.4,мужской,0,0,высшее,специалист,>250,0.0,123.0,37.0,Информационные технологии,ООО,повторный брак,2.0,1.0,1.0,1.0,1.0,0.0617283951,1.0,0.0,0.0,0.0,0.6666666667,2.0,1.0,76.0,3.0,1.0,0.0,21.0,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Покупка недвижимости/ строительство,1,0.42,мужской,2,0,второе высшее,специалист,<50,0.0,20.0,39.0,Другое,ООО,женат / замужем,7.0,7.0,5.0,5.0,2.0,0.18,1.0,1.0,0.0,0.0,0.5555555556,5.0,4.0,82.0,9.0,3.0,0.0,4.0,81.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
Поступление зарплаты на счет,Покупка автомобиля,0,0.44,женский,0,0,Высшее/Второе высшее/Ученая степень,вспомогательный персонал,<50,0.0,8.0,23.0,Другое,ЗАО,холост / не замужем,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,1.0,1.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Ремонт,1,0.21,женский,1,0,высшее,менеджер по продажам,>250,1.0,85.0,36.0,Торговля,ООО,разведен / разведена,5.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.1111111111,1.0,8.0,112.0,9.0,1.0,0.0,2.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Обучение,1,0.24,женский,1,0,высшее,менеджер среднего звена,>250,2.0,6.0,36.0,Другое,ООО,женат / замужем,1.0,1.0,0.0,0.0,0.0,0.0384615385,1.0,0.0,0.0,0.0,0.3,3.0,7.0,125.0,10.0,1.0,1.0,23.0,83.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Ремонт,1,0.43,мужской,0,0,Высшее/Второе высшее/Ученая степень,специалист,>250,0.0,49.0,38.0,Торговля,ООО,женат / замужем,2.0,1.0,0.0,0.0,0.0,0.0185185185,1.0,0.0,0.0,0.0,0.2222222222,3.0,6.0,53.0,9.0,2.0,0.0,11.0,54.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Ремонт,1,0.19,женский,0,0,высшее,специалист,>250,0.0,27.0,25.0,Информационные технологии,ООО,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,22.0,2.0,0.0,1.0,19.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Ремонт,1,0.45,мужской,3,0,высшее,менеджер среднего звена,>250,0.0,139.0,35.0,Торговля,ООО,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.0738916256,1.0,1.0,0.0,0.0,0.2666666667,4.0,11.0,188.0,15.0,2.0,1.0,4.0,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Покупка автомобиля,1,0.3,мужской,0,0,Высшее/Второе высшее/Ученая степень,менеджер среднего звена,>250,0.0,259.0,56.0,Другое,ОАО,холост / не замужем,1.0,0.0,0.0,0.0,0.0,0.0320512821,0.0,0.0,0.0,0.0,0.3333333333,1.0,2.0,151.0,3.0,0.0,1.0,48.0,92.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Ремонт,1,0.49,мужской,3,0,среднее-специальное,рабочий,>250,2.0,204.0,45.0,Другое,Государственное предприятие,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.0384615385,0.0,1.0,0.0,0.0,0.5,2.0,2.0,50.0,4.0,1.0,0.0,3.0,47.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Ремонт,1,0.56,женский,0,0,Высшее/Второе высшее/Ученая степень,менеджер среднего звена,>250,0.0,54.0,27.0,Торговля,ООО,холост / не замужем,2.0,0.0,0.0,0.0,0.0,0.0147058824,1.0,1.0,0.0,0.0,0.6,3.0,2.0,67.0,5.0,2.0,2.0,5.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Лечение,1,0.58,женский,0,0,высшее,вспомогательный персонал,>250,1.0,14.0,41.0,Торговля,ООО,женат / замужем,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.75,3.0,1.0,31.0,4.0,1.0,0.0,4.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Покупка недвижимости/ строительство,1,0.3,женский,0,0,высшее,менеджер среднего звена,>250,2.0,166.0,43.0,Другое,ОАО,повторный брак,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,49.0,4.0,1.0,0.0,15.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Ремонт,1,0.55,мужской,0,0,Высшее/Второе высшее/Ученая степень,рабочий,>250,0.0,13.0,50.0,Другое,ОАО,женат / замужем,3.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,14.0,2.0,0.0,0.0,11.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Ремонт,0,0.53,мужской,2,0,высшее,менеджер среднего звена,>250,2.0,102.0,40.0,Другое,ООО,повторный брак,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2857142857,2.0,5.0,75.0,7.0,1.0,2.0,6.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Ремонт,0,0.55,женский,0,0,высшее,специалист,>250,1.0,15.0,27.0,Торговля,ООО,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,1.0,1.0,0.0,9.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Ремонт,1,0.36,женский,0,0,Высшее/Второе высшее/Ученая степень,специалист,>250,0.0,25.0,27.0,Другое,ОАО,холост / не замужем,0.0,0.0,0.0,0.0,0.0,0.0621118012,0.0,0.0,0.0,0.0,0.375,3.0,5.0,151.0,8.0,2.0,2.0,10.0,86.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Ремонт,0,0.38,женский,2,0,Высшее/Второе высшее/Ученая степень,специалист,<50,0.0,124.0,39.0,Торговля,Индивидуальный предприниматель,гражданский брак,1.0,0.0,0.0,0.0,0.0,0.0427807487,1.0,0.0,0.0,0.0,0.5714285714,8.0,6.0,179.0,14.0,3.0,0.0,5.0,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Ремонт,1,0.36,мужской,0,0,второе высшее,менеджер среднего звена,>250,2.0,22.0,26.0,Торговля,ООО,женат / замужем,1.0,1.0,1.0,1.0,1.0,0.1549295775,0.0,1.0,1.0,0.0,0.375,3.0,5.0,60.0,8.0,2.0,0.0,2.0,38.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Ремонт,1,0.55,женский,0,0,Высшее/Второе высшее/Ученая степень,рабочий,>250,0.0,67.0,35.0,Сельское и лесное хозяйство,Индивидуальный предприниматель,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,40.0,2.0,0.0,0.0,42.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Свободная форма с печатью работодателя,Ремонт,1,0.3,женский,0,0,высшее,специалист,<50,2.0,13.0,25.0,Торговля,ООО,холост / не замужем,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,3.0,46.0,4.0,1.0,0.0,8.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Свободная форма с печатью работодателя,Ремонт,1,0.59,женский,0,0,высшее,менеджер среднего звена,>250,2.0,81.0,49.0,Другое,ООО,женат / замужем,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333,1.0,2.0,23.0,3.0,1.0,0.0,10.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Отпуск,1,0.54,женский,0,0,среднее-специальное,вспомогательный персонал,>250,0.0,6.0,26.0,Торговля,ООО,холост / не замужем,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6666666667,2.0,1.0,45.0,3.0,1.0,0.0,18.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Ремонт,0,0.33,мужской,0,0,высшее,специалист,>250,0.0,12.0,32.0,Торговля,ООО,холост / не замужем,4.0,3.0,2.0,1.0,1.0,0.0343137255,0.0,0.0,0.0,0.0,0.2272727273,5.0,17.0,197.0,22.0,3.0,0.0,4.0,90.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Обучение,1,0.34,женский,0,0,высшее,менеджер среднего звена,>250,0.0,34.0,45.0,Торговля,ООО,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.091503268,0.0,0.0,0.0,0.0,0.5,3.0,3.0,139.0,6.0,2.0,1.0,14.0,96.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Ремонт,1,0.4,женский,0,0,высшее,специалист,>250,0.0,7.0,26.0,Торговля,ООО,холост / не замужем,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.3333333333,1.0,2.0,10.0,3.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Покупка недвижимости/ строительство,1,0.29,мужской,0,0,высшее,специалист,>250,0.0,93.0,29.0,Другое,ООО,женат / замужем,2.0,2.0,2.0,2.0,1.0,0.1428571429,1.0,0.0,0.0,0.0,0.2857142857,2.0,5.0,186.0,7.0,1.0,1.0,19.0,71.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Свободная форма с печатью работодателя,Ремонт,1,0.49,мужской,0,0,высшее,менеджер среднего звена,>250,0.0,66.0,36.0,Торговля,ООО,разведен / разведена,4.0,3.0,3.0,2.0,0.0,0.012295082,1.0,2.0,0.0,0.0,0.3529411765,6.0,11.0,241.0,17.0,4.0,0.0,5.0,64.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Покупка автомобиля,0,0.54,мужской,0,0,высшее,специалист,>250,2.0,67.0,30.0,Торговля,ООО,женат / замужем,1.0,1.0,1.0,0.0,0.0,0.0377358491,0.0,1.0,0.0,0.0,0.25,2.0,6.0,153.0,8.0,0.0,0.0,3.0,77.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Покупка автомобиля,1,0.44,женский,1,0,высшее,специалист,>250,1.0,17.0,27.0,Торговля,ЗАО,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.3793103448,0.0,0.0,0.0,0.0,0.5,3.0,3.0,72.0,6.0,1.0,0.0,9.0,66.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Покупка автомобиля,1,0.38,мужской,1,0,среднее,рабочий,>250,2.0,146.0,35.0,Другое,ООО,холост / не замужем,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.5,1.0,1.0,15.0,2.0,0.0,1.0,14.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Покупка автомобиля,1,0.48,женский,0,0,второе высшее,вспомогательный персонал,>250,1.0,41.0,31.0,Информационные технологии,ОАО,женат / замужем,1.0,1.0,1.0,1.0,1.0,0.2941176471,1.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,1.0,0.0,0.0,29.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Покупка автомобиля,1,0.59,женский,2,0,Высшее/Второе высшее/Ученая степень,менеджер высшего звена,<50,0.0,105.0,41.0,Торговля,ООО,холост / не замужем,4.0,4.0,3.0,3.0,3.0,0.0212765957,1.0,0.0,0.0,0.0,0.3333333333,1.0,2.0,46.0,3.0,1.0,0.0,12.0,43.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Лечение,1,0.28,женский,0,0,Высшее/Второе высшее/Ученая степень,менеджер среднего звена,<50,0.0,121.0,51.0,Торговля,ООО,холост / не замужем,0.0,0.0,0.0,0.0,0.0,0.0673758865,0.0,0.0,0.0,0.0,0.5,3.0,3.0,263.0,6.0,0.0,3.0,26.0,99.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Ремонт,1,0.59,женский,0,0,Высшее/Второе высшее/Ученая степень,специалист,>250,0.0,20.0,29.0,Торговля,ООО,холост / не замужем,4.0,2.0,1.0,1.0,1.0,0.0215053763,1.0,2.0,1.0,0.0,0.6666666667,4.0,2.0,91.0,6.0,2.0,0.0,2.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Покупка автомобиля,1,0.41,женский,0,0,высшее,специалист,>250,0.0,14.0,23.0,Торговля,ООО,гражданский брак,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Свободная форма с печатью работодателя,Ремонт,1,0.59,мужской,0,0,высшее,специалист,<50,0.0,11.0,24.0,Торговля,Индивидуальный предприниматель,холост / не замужем,1.0,1.0,1.0,1.0,1.0,0.0303030303,0.0,0.0,0.0,0.0,0.6666666667,2.0,1.0,32.0,3.0,1.0,1.0,6.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Ремонт,1,0.59,женский,0,0,высшее,рабочий,>250,0.0,59.0,27.0,Другое,ОАО,гражданский брак,2.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.8,4.0,1.0,34.0,5.0,3.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Покупка недвижимости/ строительство,0,0.42,мужской,1,0,высшее,менеджер среднего звена,>250,0.0,152.0,36.0,Другое,ООО,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Свободная форма с печатью работодателя,Покупка недвижимости/ строительство,0,0.34,мужской,1,0,высшее,менеджер среднего звена,>250,0.0,18.0,37.0,Торговля,ООО,женат / замужем,3.0,1.0,1.0,1.0,1.0,0.0704225352,1.0,0.0,0.0,0.0,0.3,3.0,7.0,264.0,10.0,2.0,3.0,16.0,102.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Другое,0,0.24,мужской,1,0,высшее,менеджер высшего звена,<50,0.0,18.0,44.0,Торговля,ООО,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.04,1.0,0.0,0.0,0.0,1.0,2.0,0.0,24.0,2.0,1.0,0.0,7.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Ремонт,1,0.49,женский,0,0,высшее,вспомогательный персонал,>250,0.0,7.0,45.0,Торговля,ЗАО,женат / замужем,4.0,3.0,2.0,2.0,0.0,0.0,0.0,3.0,3.0,1.0,0.4,4.0,6.0,58.0,10.0,2.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Свободная форма с печатью работодателя,Покупка автомобиля,1,0.48,женский,0,0,Высшее/Второе высшее/Ученая степень,вспомогательный персонал,<50,0.0,55.0,25.0,Торговля,ООО,холост / не замужем,4.0,3.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0909090909,1.0,10.0,75.0,11.0,1.0,0.0,5.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Покупка автомобиля,1,0.31,женский,0,0,Высшее/Второе высшее/Ученая степень,вспомогательный персонал,>250,0.0,13.0,29.0,Торговля,ООО,гражданский брак,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,49.0,5.0,0.0,0.0,50.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Другое,1,0.51,женский,0,0,Высшее/Второе высшее/Ученая степень,менеджер среднего звена,>250,0.0,62.0,37.0,Торговля,ООО,женат / замужем,2.0,2.0,1.0,1.0,1.0,0.0988505747,1.0,0.0,0.0,0.0,0.3888888889,7.0,11.0,392.0,18.0,2.0,1.0,12.0,107.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Ремонт,0,0.17,женский,2,0,среднее,менеджер среднего звена,<50,0.0,83.0,32.0,Другое,ООО,холост / не замужем,2.0,2.0,2.0,1.0,1.0,0.5548780488,0.0,0.0,0.0,0.0,0.1,2.0,8.0,73.0,10.0,1.0,0.0,12.0,104.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
2НДФЛ,Другое,0,0.22,мужской,0,0,Высшее/Второе высшее/Ученая степень,специалист,>250,0.0,153.0,50.0,Торговля,ООО,холост / не замужем,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1666666667,1.0,5.0,36.0,6.0,1.0,0.0,4.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Ремонт,1,0.41,женский,0,0,Высшее/Второе высшее/Ученая степень,специалист,<50,0.0,40.0,28.0,Другое,ООО,холост / не замужем,7.0,6.0,4.0,4.0,3.0,0.0163934426,0.0,2.0,1.0,1.0,0.6666666667,6.0,3.0,60.0,9.0,3.0,0.0,1.0,43.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Ремонт,1,0.2,женский,0,0,высшее,специалист,>250,1.0,126.0,35.0,Торговля,ОАО,холост / не замужем,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333,1.0,2.0,18.0,3.0,0.0,1.0,6.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Ремонт,1,0.49,женский,0,0,среднее-специальное,специалист,>250,0.0,19.0,28.0,Торговля,ООО,женат / замужем,1.0,1.0,0.0,0.0,0.0,0.0697674419,0.0,0.0,0.0,0.0,0.375,3.0,5.0,40.0,8.0,1.0,1.0,6.0,72.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Покупка автомобиля,0,0.21,женский,1,0,высшее,специалист,>250,2.0,11.0,28.0,Торговля,ООО,холост / не замужем,1.0,1.0,1.0,1.0,1.0,0.0666666667,0.0,0.0,0.0,0.0,0.5,1.0,1.0,14.0,2.0,1.0,0.0,8.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
