INCOME_BASE_TYPE,CREDIT_PURPOSE,INSURANCE_FLAG,DTI,SEX,FULL_AGE_CHILD_NUMBER,DEPENDANT_NUMBER,EDUCATION,EMPL_TYPE,EMPL_SIZE,BANKACCOUNT_FLAG,Period_at_work,age,EMPL_PROPERTY,EMPL_FORM,FAMILY_STATUS,max90days,max60days,max30days,max21days,max14days,avg_num_delay,if_zalog,num_AccountActive180,num_AccountActive90,num_AccountActive60,Active_to_All_prc,numAccountActiveAll,numAccountClosed,sum_of_paym_months,all_credits,Active_not_cc,own_closed,min_MnthAfterLoan,max_MnthAfterLoan,dlq_exist,thirty_in_a_year,sixty_in_a_year,ninety_in_a_year,thirty_vintage,sixty_vintage,ninety_vintage
Форма банка (без печати работодателя),Ремонт,1,0.21,женский,1,0,высшее,специалист,>250,0.0,156.0,38.0,Другое,ООО,разведен / разведена,1.0,1.0,0.0,0.0,0.0,0.0662251656,0.0,1.0,0.0,0.0,0.1111111111,1.0,8.0,141.0,9.0,1.0,1.0,3.0,72.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Свободная форма с печатью работодателя,Другое,1,0.49,женский,0,0,Высшее/Второе высшее/Ученая степень,специалист,>250,0.0,38.0,38.0,Торговля,ООО,женат / замужем,2.0,2.0,1.0,1.0,0.0,0.1526717557,0.0,0.0,0.0,0.0,0.4444444444,4.0,5.0,111.0,9.0,3.0,0.0,15.0,103.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Поступление зарплаты на счет,Покупка автомобиля,0,0.52,мужской,0,0,Высшее/Второе высшее/Ученая степень,менеджер среднего звена,>250,0.0,92.0,33.0,Торговля,ООО,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,1.0,1.0,16.0,2.0,1.0,0.0,5.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Ремонт,1,0.47,женский,0,0,высшее,вспомогательный персонал,<50,2.0,58.0,38.0,Другое,ООО,разведен / разведена,1.0,1.0,0.0,0.0,0.0,0.2083333333,0.0,0.0,0.0,0.0,0.4,2.0,3.0,38.0,5.0,2.0,0.0,6.0,69.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Ремонт,1,0.49,женский,0,0,среднее-специальное,рабочий,>250,2.0,61.0,39.0,Торговля,ЗАО,холост / не замужем,2.0,2.0,2.0,2.0,0.0,0.0405405405,0.0,1.0,0.0,0.0,0.5,3.0,3.0,71.0,6.0,3.0,0.0,4.0,49.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Покупка автомобиля,1,0.59,мужской,0,0,среднее,менеджер среднего звена,<50,0.0,31.0,43.0,Торговля,ООО,женат / замужем,1.0,0.0,0.0,0.0,0.0,0.0259067358,1.0,0.0,0.0,0.0,0.6,6.0,4.0,188.0,10.0,3.0,1.0,16.0,104.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Ремонт,0,0.14,женский,0,0,Высшее/Второе высшее/Ученая степень,торговый представитель,>250,0.0,30.0,25.0,Торговля,ОАО,гражданский брак,0.0,0.0,0.0,0.0,0.0,0.0454545455,1.0,1.0,0.0,0.0,0.25,1.0,3.0,21.0,4.0,1.0,2.0,3.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Покупка недвижимости/ строительство,0,0.58,женский,1,0,Высшее/Второе высшее/Ученая степень,специалист,<50,0.0,56.0,39.0,Юридические услуги,ООО,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,3.0,5.0,88.0,8.0,2.0,0.0,7.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Покупка автомобиля,1,0.48,мужской,0,0,высшее,специалист,>250,2.0,12.0,29.0,Другое,Государственное предприятие,холост / не замужем,3.0,3.0,0.0,0.0,0.0,0.3488372093,0.0,1.0,1.0,1.0,0.75,3.0,1.0,28.0,4.0,1.0,0.0,1.0,75.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Ремонт,0,0.49,мужской,0,0,среднее-специальное,рабочий,>250,2.0,36.0,27.0,Торговля,ООО,холост / не замужем,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.75,3.0,1.0,36.0,4.0,2.0,0.0,15.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Ремонт,0,0.58,женский,0,0,высшее,специалист,>250,0.0,69.0,25.0,Торговля,ООО,гражданский брак,5.0,5.0,3.0,2.0,0.0,0.1009174312,0.0,1.0,0.0,0.0,0.25,3.0,9.0,98.0,12.0,3.0,3.0,5.0,52.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
Свободная форма с печатью работодателя,Ремонт,1,0.24,женский,1,0,высшее,менеджер среднего звена,<50,0.0,45.0,26.0,Торговля,ООО,женат / замужем,10.0,10.0,10.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,33.0,2.0,0.0,0.0,20.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Свободная форма с печатью работодателя,Покупка недвижимости/ строительство,1,0.26,мужской,2,0,второе высшее,специалист,>250,0.0,18.0,34.0,Другое,ООО,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.2393162393,1.0,0.0,0.0,0.0,0.5,4.0,4.0,89.0,8.0,1.0,0.0,6.0,79.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Другое,0,0.51,мужской,1,0,Высшее/Второе высшее/Ученая степень,менеджер среднего звена,>250,0.0,110.0,38.0,Другое,Государственное предприятие,женат / замужем,2.0,2.0,1.0,0.0,0.0,0.009009009,1.0,1.0,1.0,1.0,0.5,5.0,5.0,220.0,10.0,3.0,3.0,0.0,107.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Ремонт,1,0.57,мужской,0,0,Высшее/Второе высшее/Ученая степень,специалист,>250,0.0,50.0,31.0,Торговля,ООО,холост / не замужем,0.0,0.0,0.0,0.0,0.0,0.0289017341,1.0,0.0,0.0,0.0,0.2307692308,3.0,10.0,168.0,13.0,3.0,3.0,17.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Ремонт,1,0.47,мужской,2,0,высшее,рабочий,>250,0.0,147.0,46.0,Торговля,ООО,холост / не замужем,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,1.0,1.0,7.0,2.0,0.0,0.0,4.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Покупка автомобиля,1,0.38,женский,1,0,второе высшее,менеджер среднего звена,>250,2.0,149.0,39.0,Торговля,ООО,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,17.0,2.0,1.0,1.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Ремонт,0,0.49,мужской,0,0,Высшее/Второе высшее/Ученая степень,менеджер высшего звена,<50,0.0,32.0,32.0,Другое,ООО,женат / замужем,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25,2.0,6.0,69.0,8.0,2.0,2.0,3.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Ремонт,1,0.59,мужской,0,0,высшее,торговый представитель,<50,0.0,64.0,30.0,Другое,ООО,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.0108695652,1.0,0.0,0.0,0.0,0.375,3.0,5.0,91.0,8.0,2.0,1.0,8.0,93.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Другое,1,0.48,мужской,0,0,высшее,вспомогательный персонал,>250,0.0,124.0,46.0,Другое,ООО,холост / не замужем,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Ремонт,1,0.35,мужской,0,0,высшее,вспомогательный персонал,>250,0.0,61.0,41.0,Торговля,ООО,женат / замужем,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.1666666667,1.0,5.0,57.0,6.0,0.0,0.0,4.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Ремонт,1,0.51,мужской,0,0,среднее-специальное,рабочий,>250,0.0,7.0,41.0,Другое,ООО,холост / не замужем,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.6666666667,2.0,1.0,30.0,3.0,2.0,0.0,2.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Ремонт,1,0.39,женский,0,0,высшее,рабочий,>250,2.0,21.0,49.0,Другое,ООО,холост / не замужем,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3.0,3.0,135.0,6.0,1.0,0.0,7.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Ремонт,1,0.38,женский,2,0,незаконченное высшее,специалист,>250,0.0,39.0,26.0,Торговля,ООО,женат / замужем,3.0,1.0,1.0,1.0,1.0,0.125,0.0,1.0,0.0,0.0,0.4,2.0,3.0,49.0,5.0,2.0,0.0,5.0,51.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Свободная форма с печатью работодателя,Покупка автомобиля,1,0.28,женский,0,0,второе высшее,менеджер среднего звена,>250,0.0,76.0,34.0,Торговля,ООО,холост / не замужем,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,21.0,1.0,1.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Покупка недвижимости/ строительство,1,0.49,женский,0,0,высшее,менеджер высшего звена,<50,0.0,180.0,42.0,Торговля,ООО,холост / не замужем,0.0,0.0,0.0,0.0,0.0,0.0294117647,0.0,0.0,0.0,0.0,0.0,0.0,3.0,33.0,3.0,0.0,0.0,29.0,47.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Ремонт,1,0.51,мужской,2,0,Высшее/Второе высшее/Ученая степень,вспомогательный персонал,>250,0.0,134.0,39.0,Информационные технологии,ОАО,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.0769230769,0.0,1.0,0.0,0.0,0.2666666667,4.0,11.0,372.0,15.0,2.0,1.0,5.0,114.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Ремонт,0,0.18,мужской,0,0,Высшее/Второе высшее/Ученая степень,специалист,>250,0.0,13.0,28.0,Торговля,ООО,холост / не замужем,1.0,1.0,0.0,0.0,0.0,0.1403508772,0.0,0.0,0.0,0.0,0.2222222222,2.0,7.0,147.0,9.0,1.0,1.0,36.0,89.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Ремонт,1,0.31,женский,0,0,высшее,специалист,>250,0.0,10.0,30.0,Торговля,ООО,женат / замужем,2.0,2.0,2.0,1.0,1.0,0.2352941176,0.0,0.0,0.0,0.0,1.0,2.0,0.0,13.0,2.0,1.0,0.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Ремонт,0,0.55,мужской,2,0,высшее,менеджер высшего звена,<50,0.0,163.0,40.0,Информационные технологии,ЗАО,женат / замужем,2.0,2.0,2.0,1.0,1.0,0.0454545455,1.0,1.0,0.0,0.0,0.4,2.0,3.0,21.0,5.0,1.0,0.0,5.0,72.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Покупка недвижимости/ строительство,0,0.28,мужской,3,0,высшее,специалист,>250,0.0,82.0,39.0,Информационные технологии,ООО,женат / замужем,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1111111111,1.0,8.0,168.0,9.0,0.0,4.0,23.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Покупка автомобиля,1,0.26,мужской,1,0,среднее-специальное,вспомогательный персонал,<50,0.0,38.0,29.0,Другое,Индивидуальный предприниматель,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857143,5.0,2.0,122.0,7.0,3.0,1.0,6.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Ремонт,0,0.37,мужской,0,0,высшее,специалист,>250,0.0,92.0,31.0,Торговля,ОАО,женат / замужем,1.0,1.0,1.0,1.0,1.0,0.0923076923,0.0,0.0,0.0,0.0,0.3333333333,1.0,2.0,59.0,3.0,0.0,1.0,6.0,65.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Ремонт,1,0.59,женский,0,0,высшее,менеджер среднего звена,<50,2.0,39.0,47.0,Другое,ООО,женат / замужем,4.0,1.0,1.0,0.0,0.0,0.117370892,0.0,1.0,1.0,1.0,0.5555555556,5.0,4.0,188.0,9.0,3.0,0.0,0.0,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Покупка автомобиля,1,0.58,женский,0,0,Высшее/Второе высшее/Ученая степень,рабочий,>250,0.0,14.0,48.0,Другое,ОАО,холост / не замужем,1.0,0.0,0.0,0.0,0.0,0.0267857143,0.0,3.0,0.0,0.0,0.4285714286,3.0,4.0,109.0,7.0,1.0,2.0,4.0,74.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Свободная форма с печатью работодателя,Отпуск,0,0.49,мужской,1,0,высшее,менеджер среднего звена,>250,1.0,10.0,47.0,Торговля,Индивидуальный предприниматель,холост / не замужем,4.0,3.0,2.0,2.0,1.0,0.0097087379,0.0,2.0,2.0,2.0,0.3333333333,4.0,8.0,102.0,12.0,3.0,0.0,0.0,96.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Отпуск,1,0.36,женский,0,0,среднее-специальное,менеджер высшего звена,>250,0.0,28.0,25.0,Торговля,Индивидуальный предприниматель,холост / не замужем,0.0,0.0,0.0,0.0,0.0,0.0416666667,1.0,0.0,0.0,0.0,0.4,2.0,3.0,69.0,5.0,1.0,0.0,7.0,38.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Покупка автомобиля,0,0.19,женский,0,0,высшее,специалист,>250,0.0,113.0,37.0,Другое,ОАО,холост / не замужем,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,43.0,1.0,0.0,0.0,68.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Ремонт,1,0.58,женский,0,0,Высшее/Второе высшее/Ученая степень,вспомогательный персонал,>250,0.0,137.0,41.0,Торговля,ООО,женат / замужем,4.0,2.0,1.0,1.0,1.0,0.0261780105,0.0,1.0,1.0,1.0,0.0555555556,1.0,17.0,186.0,18.0,1.0,1.0,1.0,101.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Покупка недвижимости/ строительство,0,0.49,мужской,0,0,высшее,менеджер среднего звена,<50,0.0,17.0,40.0,Другое,ООО,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,2.0,3.0,52.0,5.0,1.0,1.0,6.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Ремонт,0,0.58,женский,0,0,высшее,менеджер высшего звена,<50,2.0,111.0,43.0,Другое,ОАО,женат / замужем,2.0,0.0,0.0,0.0,0.0,0.0188679245,0.0,2.0,1.0,0.0,1.0,5.0,0.0,52.0,5.0,3.0,0.0,2.0,38.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Свободная форма с печатью работодателя,Покупка автомобиля,0,0.46,мужской,0,0,высшее,торговый представитель,>250,2.0,13.0,29.0,Торговля,Индивидуальный предприниматель,холост / не замужем,1.0,1.0,0.0,0.0,0.0,0.0169491525,0.0,0.0,0.0,0.0,0.25,1.0,3.0,58.0,4.0,1.0,0.0,22.0,73.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Ремонт,1,0.27,женский,0,0,высшее,рабочий,>250,0.0,8.0,47.0,Торговля,ООО,женат / замужем,3.0,3.0,2.0,2.0,2.0,0.0066225166,0.0,1.0,1.0,1.0,0.125,1.0,7.0,150.0,8.0,1.0,3.0,1.0,102.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Ремонт,1,0.32,мужской,0,0,высшее,специалист,>250,0.0,12.0,53.0,Торговля,ООО,женат / замужем,1.0,1.0,1.0,1.0,1.0,0.0148514851,1.0,0.0,0.0,0.0,0.1666666667,2.0,10.0,199.0,12.0,1.0,3.0,16.0,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Другое,1,0.59,женский,0,0,среднее,специалист,>250,0.0,26.0,25.0,Торговля,ООО,холост / не замужем,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,15.0,2.0,0.0,0.0,10.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Покупка недвижимости/ строительство,0,0.31,женский,2,0,Высшее/Второе высшее/Ученая степень,менеджер высшего звена,>250,0.0,12.0,37.0,Торговля,ООО,холост / не замужем,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,19.0,1.0,1.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Ремонт,1,0.39,женский,0,0,высшее,рабочий,>250,0.0,96.0,39.0,Торговля,ООО,гражданский брак,3.0,2.0,0.0,0.0,0.0,0.036199095,0.0,1.0,1.0,0.0,0.3076923077,4.0,9.0,213.0,13.0,4.0,2.0,2.0,92.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Поступление зарплаты на счет,Ремонт,0,0.46,мужской,0,0,высшее,специалист,<50,2.0,6.0,41.0,Торговля,ООО,женат / замужем,1.0,1.0,1.0,1.0,0.0,0.038647343,1.0,0.0,0.0,0.0,0.1111111111,1.0,8.0,199.0,9.0,1.0,4.0,17.0,102.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Ремонт,0,0.51,мужской,0,0,Высшее/Второе высшее/Ученая степень,вспомогательный персонал,>250,0.0,48.0,24.0,Торговля,ООО,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,4.0,114.0,5.0,0.0,1.0,14.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Ремонт,1,0.43,женский,2,0,высшее,специалист,>250,2.0,51.0,30.0,Торговля,ЗАО,гражданский брак,13.0,5.0,5.0,0.0,0.0,0.0459770115,1.0,1.0,1.0,0.0,0.1,3.0,27.0,249.0,30.0,1.0,0.0,2.0,76.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Поступление зарплаты на счет,Ремонт,0,0.34,мужской,0,0,высшее,специалист,>250,0.0,21.0,25.0,Информационные технологии,ООО,женат / замужем,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,18.0,2.0,0.0,1.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Покупка недвижимости/ строительство,1,0.58,мужской,0,0,Высшее/Второе высшее/Ученая степень,специалист,>250,0.0,64.0,37.0,Информационные технологии,ООО,холост / не замужем,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,67.0,2.0,0.0,1.0,14.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Покупка автомобиля,0,0.19,женский,0,0,высшее,менеджер среднего звена,>250,0.0,60.0,32.0,Торговля,ООО,гражданский брак,3.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,45.0,4.0,0.0,0.0,2.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Покупка автомобиля,0,0.49,мужской,1,0,Высшее/Второе высшее/Ученая степень,менеджер среднего звена,<50,0.0,14.0,32.0,Торговля,ООО,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.0183486239,1.0,1.0,0.0,0.0,0.3333333333,2.0,4.0,107.0,6.0,1.0,3.0,4.0,87.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Свободная форма с печатью работодателя,Покупка недвижимости/ строительство,0,0.5,женский,0,0,высшее,менеджер высшего звена,>250,0.0,6.0,53.0,Торговля,ООО,холост / не замужем,0.0,0.0,0.0,0.0,0.0,0.0086956522,0.0,0.0,0.0,0.0,0.2,1.0,4.0,114.0,5.0,0.0,3.0,17.0,84.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Ремонт,1,0.49,женский,1,0,высшее,вспомогательный персонал,>250,1.0,44.0,31.0,Другое,ООО,женат / замужем,1.0,1.0,0.0,0.0,0.0,0.7966101695,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,3.0,0.0,0.0,44.0,74.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2НДФЛ,Ремонт,0,0.35,женский,1,0,Высшее/Второе высшее/Ученая степень,специалист,>250,0.0,90.0,37.0,Другое,ООО,холост / не замужем,2.0,1.0,1.0,1.0,1.0,0.12,1.0,1.0,0.0,0.0,0.2857142857,2.0,5.0,132.0,7.0,1.0,1.0,3.0,91.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Свободная форма с печатью работодателя,Ремонт,0,0.55,мужской,0,0,высшее,менеджер среднего звена,>250,2.0,23.0,37.0,Торговля,Индивидуальный предприниматель,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2857142857,2.0,5.0,67.0,7.0,1.0,0.0,5.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Ремонт,1,0.34,женский,1,0,высшее,рабочий,>250,1.0,65.0,38.0,Другое,ОАО,женат / замужем,2.0,0.0,0.0,0.0,0.0,0.0701754386,0.0,0.0,0.0,0.0,0.1666666667,1.0,5.0,53.0,6.0,1.0,0.0,14.0,71.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Ремонт,0,0.56,женский,0,0,среднее-специальное,менеджер среднего звена,>250,1.0,14.0,48.0,Сельское и лесное хозяйство,ОАО,холост / не замужем,0.0,0.0,0.0,0.0,0.0,0.1444444444,0.0,0.0,0.0,0.0,0.3333333333,3.0,6.0,154.0,9.0,2.0,1.0,7.0,97.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Ремонт,1,0.59,женский,1,0,среднее-специальное,менеджер среднего звена,>250,2.0,195.0,40.0,Торговля,ЗАО,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.1773049645,0.0,0.0,0.0,0.0,0.5555555556,5.0,4.0,116.0,9.0,3.0,0.0,10.0,97.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Покупка автомобиля,0,0.48,женский,0,0,высшее,вспомогательный персонал,>250,2.0,30.0,31.0,Торговля,ООО,гражданский брак,1.0,1.0,1.0,1.0,1.0,0.0676691729,0.0,0.0,0.0,0.0,0.5555555556,5.0,4.0,124.0,9.0,3.0,0.0,7.0,77.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Ремонт,0,0.31,мужской,0,0,высшее,специалист,>250,0.0,44.0,28.0,Торговля,ОАО,холост / не замужем,1.0,0.0,0.0,0.0,0.0,0.0357142857,0.0,0.0,0.0,0.0,0.25,1.0,3.0,27.0,4.0,0.0,1.0,13.0,38.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Покупка недвижимости/ строительство,1,0.45,мужской,0,0,высшее,рабочий,>250,0.0,33.0,47.0,Торговля,ООО,женат / замужем,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,2.0,6.0,108.0,8.0,0.0,2.0,8.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Ремонт,0,0.4,мужской,1,0,высшее,менеджер среднего звена,<50,1.0,108.0,30.0,Другое,ООО,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,17.0,2.0,1.0,1.0,5.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Покупка земли,0,0.49,женский,1,0,среднее-специальное,вспомогательный персонал,>250,0.0,271.0,40.0,Другое,ОАО,женат / замужем,1.0,1.0,1.0,1.0,1.0,0.0344827586,0.0,0.0,0.0,0.0,0.375,3.0,5.0,112.0,8.0,1.0,1.0,7.0,78.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Ремонт,1,0.44,женский,0,0,высшее,торговый представитель,>250,1.0,16.0,35.0,Другое,ООО,разведен / разведена,1.0,1.0,0.0,0.0,0.0,0.027027027,0.0,1.0,1.0,1.0,0.4,4.0,6.0,72.0,10.0,3.0,0.0,1.0,82.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Покупка автомобиля,0,0.52,мужской,0,0,второе высшее,менеджер высшего звена,>250,0.0,39.0,39.0,Другое,Государственное предприятие,женат / замужем,1.0,1.0,0.0,0.0,0.0,0.0566037736,1.0,0.0,0.0,0.0,0.0,0.0,2.0,50.0,2.0,0.0,1.0,17.0,80.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Ремонт,1,0.49,женский,0,0,высшее,рабочий,>250,2.0,25.0,35.0,Другое,ООО,гражданский брак,0.0,0.0,0.0,0.0,0.0,0.0454545455,0.0,2.0,0.0,0.0,0.6666666667,6.0,3.0,63.0,9.0,3.0,0.0,3.0,74.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Ремонт,1,0.49,мужской,0,0,высшее,вспомогательный персонал,>250,0.0,49.0,24.0,Торговля,ООО,холост / не замужем,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.75,3.0,1.0,29.0,4.0,1.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Ремонт,0,0.2,мужской,0,0,высшее,специалист,>250,0.0,30.0,23.0,Другое,ЗАО,женат / замужем,1.0,1.0,1.0,1.0,1.0,0.3333333333,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Покупка автомобиля,1,0.37,женский,0,0,среднее-специальное,вспомогательный персонал,>250,2.0,28.0,36.0,Торговля,ОАО,женат / замужем,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,8.0,2.0,1.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
